table_catalog;table_schema;table_name;column_name;ordinal_position;column_default;is_nullable;data_type;character_maximum_length;character_octet_length;numeric_precision;numeric_precision_radix;numeric_scale;datetime_precision;character_set_catalog;character_set_schema;character_set_name;collation_catalog;collation_schema;collation_name;domain_catalog;domain_schema;domain_name
XpoMaster;carrier;ContactUpdateUserRoleType;Name;3;;NO;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;ContactUpdateUserRoleType;Description;4;;NO;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;ContactUpdateUserRoleType;IsActive;5;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;carrier;ContactUpdateUserRoleType;SortOrder;6;;NO;smallint;;;5;10;0;;;;;;;;;;
XpoMaster;carrier;ContactUpdateUserRoleType;CreatedBy;7;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;ContactUpdateUserRoleType;CreatedOn;8;;NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;carrier;ContactUpdateUserRoleType;UpdatedBy;9;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;ContactUpdateUserRoleType;UpdatedOn;10;;YES;datetime2;;;;;;7;;;;;;;;;
XpoMaster;dbo;MovementStatus;MovementStatusId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;MovementStatus;Code;2;;YES;varchar;10;10;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;MovementStatus;Name;3;;NO;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;MovementStatus;CreatedBy;4;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;MovementStatus;CreatedDate;5;(getdate());YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;dbo;MovementStatus;UpdatedBy;6;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;MovementStatus;UpdatedDate;7;(getdate());YES;datetime2;;;;;;7;;;;;;;;;
XpoMaster;dbo;MovementStatus;IsActive;8;((1));NO;bit;;;;;;;;;;;;;;;
XpoMaster;dbo;MovementStatus;SortOrder;9;;YES;smallint;;;5;10;0;;;;;;;;;;
XpoMaster;dbo;AppPreferences;Key;1;;NO;varchar;256;256;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;AppPreferences;Value;2;;YES;varchar;4000;4000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;PackagingType;PackagingTypeId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;PackagingType;Code;2;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;PackagingType;Name;3;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;PackagingType;Description;4;;YES;varchar;256;256;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;PackagingType;IsActive;5;((1));NO;bit;;;;;;;;;;;;;;;
XpoMaster;dbo;PackagingType;SortOrder;6;((0));NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;PackagingType;CreatedBy;7;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;PackagingType;CreatedDate;8;(getdate());NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;dbo;PackagingType;UpdatedBy;9;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;PackagingType;UpdatedDate;10;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fo;v_OfferDto;OfferId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_OfferDto;CarrierId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_OfferDto;TripId;3;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_OfferDto;ContactName;4;;YES;varchar;200;200;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OfferDto;ContactPhone;5;;YES;varchar;30;30;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OfferDto;ContactFax;6;;YES;varchar;30;30;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OfferDto;ContactEmail;7;;YES;varchar;150;150;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OfferDto;Code;8;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OfferDto;OfferCurrencyId;9;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_OfferDto;CounterOfferCurrencyId;10;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_OfferDto;Offer;11;;YES;decimal;;;19;10;4;;;;;;;;;;
XpoMaster;fo;v_OfferDto;CounterOffer;12;;YES;decimal;;;19;10;4;;;;;;;;;;
XpoMaster;fo;v_OfferDto;Comments;13;;YES;varchar;-1;-1;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OfferDto;ExpirationDate;14;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fo;v_OfferDto;CreatedBy;15;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OfferDto;CreatedDate;16;;NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fo;v_OfferDto;UpdatedBy;17;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OfferDto;UpdatedDate;18;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fo;v_OfferDto;IsAccepted;19;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;fo;v_OfferDto;CounterOfferTransactionAmount;20;;YES;decimal;;;19;10;4;;;;;;;;;;
XpoMaster;fo;v_OfferDto;CounterOfferExchangeRate;21;;YES;decimal;;;8;10;4;;;;;;;;;;
XpoMaster;fo;v_OfferDto;CounterOfferExchangeDate;22;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fo;v_OfferDto;OfferTransactionAmount;23;;YES;decimal;;;19;10;4;;;;;;;;;;
XpoMaster;fo;v_OfferDto;OfferExchangeRate;24;;YES;decimal;;;8;10;4;;;;;;;;;;
XpoMaster;fo;v_OfferDto;OfferExchangeDate;25;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fo;v_OfferDto;ToString;26;;YES;varchar;84;84;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OfferDto;CreatedById;27;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OfferDto;DefaultCurrencyCode;28;;YES;varchar;3;3;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OfferDto;OfferReasonTypeName;29;;YES;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OfferDto;OfferReasonTypeCode;30;;YES;varchar;10;10;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OfferDto;OfferReasonTypeDescription;31;;YES;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OfferDto;IsCarrierExcluded;32;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;fo;v_OfferDto;TripMatchId;33;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_OfferDto;SourceSystemId;34;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_OfferDto;OfferStatusId;35;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_OfferDto;OfferDeclinedReasonId;36;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_OfferDto;TruckEmptyDate;37;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fo;v_OfferDto;TruckEmptyLocation;38;;YES;varchar;200;200;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fabp;v_OrderAuditHistory;OrderAuditHistoryId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fabp;v_OrderAuditHistory;OrderId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fabp;v_OrderAuditHistory;TripId;3;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fabp;v_OrderAuditHistory;Text;4;;NO;varchar;-1;-1;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fabp;v_OrderAuditHistory;TripCode;5;;YES;varchar;32;32;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fabp;v_OrderAuditHistory;CreatedBy;6;;NO;varchar;100;100;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fabp;v_OrderAuditHistory;CreatedDate;7;;NO;datetime;;;;;;3;;;;;;;;;
XpoMaster;fabp;v_OrderAuditHistory;CreatedByUserDisplayName;8;;YES;varchar;301;301;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fabp;v_OrderAuditHistory;CreatedByUserEmail;9;;YES;varchar;150;150;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fabp;v_OrderAuditHistory;CreatedByUserId;10;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;accounting;ExceptionCategory;ExceptionCategoryId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;accounting;ExceptionCategory;ExceptionCategoryName;2;;NO;varchar;1000;1000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;ExceptionCategory;CreatedBy;3;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;ExceptionCategory;CreatedDate;4;;NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;accounting;ExceptionCategory;UpdatedBy;5;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;ExceptionCategory;UpdatedDate;6;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;carrierWeb;v_Address;AddressId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrierWeb;v_Address;Address1;2;;YES;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrierWeb;v_Address;Address2;3;;YES;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrierWeb;v_Address;ZipId;4;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrierWeb;v_Address;ZipCode;5;;NO;varchar;10;10;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrierWeb;v_Address;CityId;6;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrierWeb;v_Address;Latitude;7;;YES;decimal;;;18;10;6;;;;;;;;;;
XpoMaster;carrierWeb;v_Address;Longitude;8;;YES;decimal;;;18;10;6;;;;;;;;;;
XpoMaster;carrierWeb;v_Address;LatitudeInRadians;9;;YES;decimal;;;18;10;6;;;;;;;;;;
XpoMaster;carrierWeb;v_Address;LongitudeInRadians;10;;YES;decimal;;;18;10;6;;;;;;;;;;
XpoMaster;carrierWeb;v_Address;City;11;;NO;varchar;100;100;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrierWeb;v_Address;StateId;12;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrierWeb;v_Address;StateCode;13;;NO;varchar;3;3;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrierWeb;v_Address;State;14;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrierWeb;v_Address;CountryId;15;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrierWeb;v_Address;CountryCode;16;;NO;varchar;3;3;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrierWeb;v_Address;Country;17;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrierWeb;v_Address;GeoCode;18;;YES;geography;-1;-1;;;;;;;;;;;;;
XpoMaster;carrier;CarrierAuditHistory;CarrierAuditHistoryId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;CarrierAuditHistory;CarrierId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;CarrierAuditHistory;Text;3;;NO;varchar;-1;-1;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;CarrierAuditHistory;CreatedBy;4;;NO;varchar;100;100;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;CarrierAuditHistory;CreatedDate;5;(getdate());NO;datetime;;;;;;3;;;;;;;;;
XpoMaster;carrier;CarrierAuditHistory;ObjectId;6;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;CarrierAuditHistory;ObjectTypeId;7;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;SafetyBasicsValue;CarrierId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;SafetyBasicsValue;UnsafedrivingPercentile;2;;YES;float;;;53;2;;;;;;;;;;;
XpoMaster;carrier;SafetyBasicsValue;IsUnsafeDrivingSeriousViolation;3;((0));NO;bit;;;;;;;;;;;;;;;
XpoMaster;carrier;SafetyBasicsValue;IsUnsafeDrivingOverThreshold;4;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;carrier;SafetyBasicsValue;FatiguedDrivingPercentile;5;;YES;float;;;53;2;;;;;;;;;;;
XpoMaster;carrier;SafetyBasicsValue;IsFatiguedDrivingSeriousViolation;6;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;carrier;SafetyBasicsValue;IsFatiguedDrivingOverThreshold;7;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;carrier;SafetyBasicsValue;DriverFitnessPercentile;8;;YES;float;;;53;2;;;;;;;;;;;
XpoMaster;carrier;SafetyBasicsValue;IsDriverFitnessSeriousViolation;9;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;carrier;SafetyBasicsValue;IsDriverFitnessOverThreshold;10;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;carrier;SafetyBasicsValue;ControlledSubstancePercentile;11;;YES;float;;;53;2;;;;;;;;;;;
XpoMaster;carrier;SafetyBasicsValue;IsControlledSubstanceSeriousViolation;12;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;carrier;SafetyBasicsValue;IsControlledSubstanceOverThreshold;13;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;carrier;SafetyBasicsValue;VehicleMaintenancePercentile;14;;YES;float;;;53;2;;;;;;;;;;;
XpoMaster;carrier;SafetyBasicsValue;IsVehicleMaintenanceSeriousViolation;15;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;carrier;SafetyBasicsValue;IsVehicleMaintenanceOverThreshold;16;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;carrier;SafetyBasicsValue;DataLastUpdatedDate;17;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;carrier;SafetyBasicsValue;CreatedBy;18;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;SafetyBasicsValue;CreatedDate;19;;NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;carrier;SafetyBasicsValue;UpdatedBy;20;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;SafetyBasicsValue;UpdatedDate;21;;YES;datetime2;;;;;;7;;;;;;;;;
XpoMaster;fo;v_OrderAuditHistory;OrderAuditHistoryId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_OrderAuditHistory;OrderId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_OrderAuditHistory;TripId;3;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_OrderAuditHistory;Text;4;;NO;varchar;-1;-1;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OrderAuditHistory;TripCode;5;;YES;varchar;32;32;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OrderAuditHistory;CreatedBy;6;;NO;varchar;100;100;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OrderAuditHistory;CreatedDate;7;;NO;datetime;;;;;;3;;;;;;;;;
XpoMaster;fo;v_OrderAuditHistory;CreatedByUserDisplayName;8;;YES;varchar;301;301;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OrderAuditHistory;CreatedByUserEmail;9;;YES;varchar;150;150;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OrderAuditHistory;CreatedByUserId;10;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;integration;ItsCacciOperationCargoCarried;ItsCacciOperationCargoCarriedId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;integration;ItsCacciOperationCargoCarried;Code;2;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;integration;ItsCacciOperationCargoCarried;Description;3;;NO;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;integration;ItsCacciOperationCargoCarried;IsActive;4;((1));NO;bit;;;;;;;;;;;;;;;
XpoMaster;integration;ItsCacciOperationCargoCarried;CreatedBy;5;('import');NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;integration;ItsCacciOperationCargoCarried;CreatedDate;6;(getdate());NO;datetime2;;;;;;7;;;;;;;;;
XpoMaster;integration;ItsCacciOperationCargoCarried;UpdatedBy;7;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;integration;ItsCacciOperationCargoCarried;UpdatedDate;8;;YES;datetime2;;;;;;7;;;;;;;;;
XpoMaster;fabp;v_OrderNotesDetail;OrderId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fabp;v_OrderNotesDetail;OrderCode;2;;NO;varchar;100;100;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fabp;v_OrderNotesDetail;StopId;3;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fabp;v_OrderNotesDetail;LocationId;4;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fabp;v_OrderNotesDetail;ObjectSortOrder;5;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fabp;v_OrderNotesDetail;ObjectTypeId;6;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fabp;v_OrderNotesDetail;ObjectTypeCode;7;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fabp;v_OrderNotesDetail;NoteId;8;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fabp;v_OrderNotesDetail;NoteTypeId;9;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fabp;v_OrderNotesDetail;Text;10;;NO;varchar;-1;-1;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fabp;v_OrderNotesDetail;NoteDate;11;;NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fabp;v_OrderNotesDetail;NoteTypeName;12;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fabp;v_OrderNotesDetail;PrintToOrder;13;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;fabp;v_OrderNotesDetail;NoteSortOrder;14;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fabp;v_OrderNotesDetail;PrintToRateConfirmation;15;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;fabp;v_OrderNotesDetail;PrintToBill;16;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;fabp;v_OrderNotesDetail;PrintToInvoice;17;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;fabp;v_OrderNotesDetail;UserName;18;;NO;varchar;150;150;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fabp;v_OrderNotesDetail;NoteUser;19;;YES;varchar;301;301;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fabp;v_OrderNotesDetail;NoteUserEmail;20;;YES;varchar;150;150;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fabp;v_OrderNotesDetail;NoteUserId;21;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fabp;v_OrderNotesDetail;StopName;22;;YES;varchar;100;100;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fabp;v_OrderNotesDetail;StopAddress;23;;YES;varchar;116;116;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fabp;v_OrderNotesDetail;NoteUserUpdated;24;;YES;varchar;301;301;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fabp;v_OrderNotesDetail;NoteUserUpdatedName;25;;YES;varchar;150;150;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fabp;v_OrderNotesDetail;UpdatedDate;26;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fabp;v_OrderNotesDetail;TripId;27;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;LanePricingRequestLine;LanePricingRequestLineId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;LanePricingRequestLine;LanePricingRequestId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;LanePricingRequestLine;Number;3;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;LanePricingRequestLine;OriginCity;4;;NO;varchar;256;256;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;LanePricingRequestLine;OriginState;5;;NO;varchar;256;256;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;LanePricingRequestLine;OriginZipCode;6;;NO;varchar;256;256;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;LanePricingRequestLine;DestinationCity;7;;NO;varchar;256;256;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;LanePricingRequestLine;DestinationState;8;;NO;varchar;256;256;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;LanePricingRequestLine;DestinationZipCode;9;;NO;varchar;256;256;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;LanePricingRequestLine;Status;10;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;LanePricingRequestLine;OrderType;11;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;LanePricingRequestLine;EquipmentCategory;12;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;LanePricingRequestLine;ErrorMessage;13;;YES;varchar;-1;-1;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrierWeb;v_AddressGeoCode;AddressId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrierWeb;v_AddressGeoCode;GeoCode;2;;YES;geography;-1;-1;;;;;;;;;;;;;
XpoMaster;orders;TripStatusType;TripStatusTypeId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;TripStatusType;Code;2;;YES;varchar;10;10;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;TripStatusType;Name;3;;NO;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;TripStatusType;Description;4;;NO;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;TripStatusType;IsActive;5;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;orders;TripStatusType;SortOrder;6;;YES;smallint;;;5;10;0;;;;;;;;;;
XpoMaster;orders;TripStatusType;CreatedBy;7;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;TripStatusType;CreatedDate;8;;NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;orders;TripStatusType;UpdatedBy;9;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;TripStatusType;UpdatedDate;10;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fo;v_OrderAutoOfferDetail;TripId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_OrderAutoOfferDetail;OrderCode;2;;NO;varchar;100;100;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OrderAutoOfferDetail;BrokerageStatus;3;;YES;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OrderAutoOfferDetail;EquipmentType;4;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OrderAutoOfferDetail;CustomerName;5;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OrderAutoOfferDetail;Origin;6;;NO;varchar;117;117;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OrderAutoOfferDetail;Destination;7;;NO;varchar;117;117;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_OrderAutoOfferDetail;PickupEarlyTime;8;;NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fo;v_OrderAutoOfferDetail;PickupLateTime;9;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fo;v_OrderAutoOfferDetail;ArrivalEarlyTime;10;;NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fo;v_OrderAutoOfferDetail;ArrivalLateTime;11;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fo;v_OrderAutoOfferDetail;TotalMiles;12;;YES;decimal;;;12;10;1;;;;;;;;;;
